x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,label
0.3584613800048828,0.8013122081756592,-9.032469705516633e-08,0.3705255389213562,0.7366632223129272,-0.030577734112739563,0.3728392422199249,0.7005653977394104,-0.04982369393110275,0.3811701536178589,0.7222722172737122,-0.06572328507900238,0.3884008228778839,0.7689889669418335,-0.08274051547050476,0.3216915428638458,0.7165359258651733,-0.0536918081343174,0.34141457080841064,0.7704651355743408,-0.08132628351449966,0.373091459274292,0.7907790541648865,-0.09699925035238266,0.3973034918308258,0.7925727367401123,-0.1057945266366005,0.30369091033935547,0.775749683380127,-0.051550380885601044,0.33168667554855347,0.8486546277999878,-0.07706526666879654,0.36921191215515137,0.8715543746948242,-0.08461866527795792,0.38903507590293884,0.8723336458206177,-0.08837401866912842,0.297036349773407,0.8326791524887085,-0.05073445290327072,0.33120670914649963,0.9003458619117737,-0.07721392065286636,0.3697492182254791,0.9130141735076904,-0.07613234221935272,0.38753896951675415,0.9025848507881165,-0.07182823121547699,0.2985154986381531,0.8800778388977051,-0.052543070167303085,0.330436646938324,0.9319451451301575,-0.07080239057540894,0.36402428150177,0.9401087164878845,-0.06590065360069275,0.3813639283180237,0.9305766820907593,-0.059494368731975555,0
0.43217191100120544,0.8601847290992737,-3.734117512976809e-07,0.4466226398944855,0.79465651512146,-0.0538259893655777,0.4163762331008911,0.7526934146881104,-0.07817762345075607,0.36918550729751587,0.8125898838043213,-0.09234604239463806,0.3344195485115051,0.8741351962089539,-0.10091277956962585,0.3233616352081299,0.6975442171096802,-0.05598980188369751,0.32633525133132935,0.7330721616744995,-0.09492796659469604,0.3650059700012207,0.7552734613418579,-0.11596967279911041,0.39318567514419556,0.7621674537658691,-0.1266147941350937,0.2858414649963379,0.7482170462608337,-0.04263269156217575,0.310197651386261,0.8224765658378601,-0.07780861109495163,0.3602045774459839,0.8430745005607605,-0.08747893571853638,0.38323843479156494,0.8377020359039307,-0.08852142095565796,0.27513566613197327,0.806416928768158,-0.03510662168264389,0.3133062422275543,0.8828509449958801,-0.0662820041179657,0.36126458644866943,0.8877040147781372,-0.06097283959388733,0.37718018889427185,0.8749247789382935,-0.05253210291266441,0.2806440591812134,0.8636117577552795,-0.032588712871074677,0.31732234358787537,0.9209297895431519,-0.056342706084251404,0.3577985167503357,0.9213781356811523,-0.05324845388531685,0.37013834714889526,0.9079111218452454,-0.04502858966588974,0
0.41368260979652405,0.8141872882843018,-1.4635823220032762e-07,0.43270328640937805,0.7605195045471191,-0.05060604214668274,0.4086249768733978,0.7331807613372803,-0.07273544371128082,0.36886894702911377,0.8031117916107178,-0.08776761591434479,0.3383781313896179,0.863106906414032,-0.09828752279281616,0.31530094146728516,0.6816278100013733,-0.0475466363132,0.31876710057258606,0.7225676774978638,-0.0927487388253212,0.35439008474349976,0.748298704624176,-0.11657031625509262,0.3832022547721863,0.7565425038337708,-0.12688201665878296,0.27806198596954346,0.7334131598472595,-0.03880609571933746,0.3011268377304077,0.8326079845428467,-0.08486782014369965,0.34400588274002075,0.857936680316925,-0.10056239366531372,0.35824838280677795,0.852124035358429,-0.1012730598449707,0.2703438997268677,0.7954028844833374,-0.03676231950521469,0.31926125288009644,0.9030340909957886,-0.08134076744318008,0.37919309735298157,0.8960145711898804,-0.0818290039896965,0.4022288918495178,0.8614247441291809,-0.07118961215019226,0.27830275893211365,0.8532897233963013,-0.03905485197901726,0.32338178157806396,0.9292750358581543,-0.07243622839450836,0.37251946330070496,0.9215849041938782,-0.07232460379600525,0.3913659155368805,0.8900193572044373,-0.06262081861495972,0
0.4164365231990814,0.820814847946167,-2.4080301841422624e-07,0.4397887587547302,0.765023946762085,-0.06536168605089188,0.41331741213798523,0.7330888509750366,-0.09632771462202072,0.3671697974205017,0.8007611632347107,-0.11565175652503967,0.3260405957698822,0.8571118116378784,-0.12783847749233246,0.31277772784233093,0.6645026803016663,-0.0759681984782219,0.31247782707214355,0.7125278115272522,-0.1314626932144165,0.3570267856121063,0.7390385270118713,-0.15579195320606232,0.3827085793018341,0.7426231503486633,-0.16669242084026337,0.26919645071029663,0.7193430066108704,-0.06292223185300827,0.28756070137023926,0.8208061456680298,-0.12195923924446106,0.3458883464336395,0.843110203742981,-0.13523021340370178,0.3639329969882965,0.8294544219970703,-0.13290847837924957,0.25930148363113403,0.7843775153160095,-0.057465244084596634,0.30679354071617126,0.8959146738052368,-0.11258216947317123,0.37294185161590576,0.8954180479049683,-0.10567643493413925,0.39266467094421387,0.862938642501831,-0.08962417393922806,0.2672828733921051,0.844518780708313,-0.057452961802482605,0.3150951564311981,0.926426351070404,-0.09998290985822678,0.36707887053489685,0.9222574234008789,-0.09932118654251099,0.38154491782188416,0.8916565179824829,-0.08834834396839142,0
0.42130807042121887,0.8299614787101746,-1.9986630661605886e-07,0.4466569721698761,0.7747369408607483,-0.06657778471708298,0.4141231179237366,0.7338699102401733,-0.09736539423465729,0.3586176335811615,0.7943738698959351,-0.11582213640213013,0.31135129928588867,0.8432026505470276,-0.12426802515983582,0.3085697889328003,0.6625077724456787,-0.07150746136903763,0.3052225112915039,0.7130239009857178,-0.12589749693870544,0.35572436451911926,0.7414395809173584,-0.14765292406082153,0.3815194368362427,0.7437291145324707,-0.15746909379959106,0.2628012001514435,0.7212949395179749,-0.058550216257572174,0.28453099727630615,0.822636604309082,-0.11562132090330124,0.34696465730667114,0.8342157602310181,-0.12609001994132996,0.35774338245391846,0.8101529479026794,-0.12301357090473175,0.25150710344314575,0.7906780242919922,-0.05410598963499069,0.3013225793838501,0.8965629935264587,-0.10510877519845963,0.3668384552001953,0.8896015882492065,-0.0936916247010231,0.37685534358024597,0.8545821309089661,-0.076910100877285,0.25802409648895264,0.8552899956703186,-0.055994633585214615,0.3112114667892456,0.9286912083625793,-0.0943387821316719,0.3634393811225891,0.9172989130020142,-0.092010498046875,0.3697078227996826,0.8839752674102783,-0.08147731423377991,0
0.42009487748146057,0.8341321349143982,-1.254781238912983e-07,0.4448970556259155,0.7766302824020386,-0.06551603972911835,0.41369545459747314,0.739757776260376,-0.09573446959257126,0.3593754172325134,0.7964637279510498,-0.11331755667924881,0.3115096986293793,0.841234564781189,-0.1224222183227539,0.2991037964820862,0.6755315661430359,-0.0728980079293251,0.30618900060653687,0.7161370515823364,-0.1252642422914505,0.3503285050392151,0.733304500579834,-0.1504337042570114,0.375164270401001,0.7339993715286255,-0.16382429003715515,0.25241997838020325,0.7322374582290649,-0.05870310589671135,0.2918092906475067,0.824958860874176,-0.10792983323335648,0.3494025468826294,0.8270574808120728,-0.11759486794471741,0.3580068349838257,0.8022280931472778,-0.11781470477581024,0.24232560396194458,0.7997421622276306,-0.05267275124788284,0.3083227872848511,0.8963937163352966,-0.09510257095098495,0.36682191491127014,0.8840005397796631,-0.08438654989004135,0.3730904459953308,0.8507124781608582,-0.07198891043663025,0.2512589395046234,0.8617871999740601,-0.05347833037376404,0.3120488226413727,0.9293784499168396,-0.08738280832767487,0.360398530960083,0.9170055389404297,-0.08607321977615356,0.364280641078949,0.8881214261054993,-0.07856521010398865,0
0.3924446105957031,0.8565176129341125,-1.4256100655529735e-07,0.4199869632720947,0.7975761294364929,-0.0741705372929573,0.3941464424133301,0.7608836889266968,-0.10861179977655411,0.33956068754196167,0.8212491273880005,-0.1294364482164383,0.2850121259689331,0.858481228351593,-0.14109711349010468,0.2799121141433716,0.6752692461013794,-0.08110813051462173,0.2847754955291748,0.7233163714408875,-0.1402921825647354,0.3280785083770752,0.7517734169960022,-0.16593225300312042,0.357182115316391,0.7612831592559814,-0.1768057495355606,0.23381352424621582,0.7380392551422119,-0.06471911072731018,0.25475576519966125,0.8286280632019043,-0.12662672996520996,0.3071363866329193,0.8483281135559082,-0.14184345304965973,0.3221139907836914,0.8381327986717224,-0.14055435359477997,0.22185134887695312,0.8092902302742004,-0.05677882954478264,0.27839308977127075,0.9105797410011292,-0.11494940519332886,0.3455129861831665,0.9038706421852112,-0.10829935222864151,0.36454343795776367,0.8699565529823303,-0.09181008487939835,0.2291763573884964,0.876056969165802,-0.055274516344070435,0.28421953320503235,0.9447033405303955,-0.10043271631002426,0.3377012610435486,0.9351068735122681,-0.10032954812049866,0.3492698073387146,0.9035190939903259,-0.08902764320373535,0
0.3860529065132141,0.843565821647644,-1.0098283098614047e-07,0.4086496829986572,0.7789670825004578,-0.05938657373189926,0.3825500011444092,0.7404916286468506,-0.0891270563006401,0.3347748816013336,0.8054272532463074,-0.10912252217531204,0.29303088784217834,0.8596872091293335,-0.12242637574672699,0.2713240683078766,0.6856639385223389,-0.06720495223999023,0.27647703886032104,0.7210898995399475,-0.12063039094209671,0.3201891779899597,0.7524763941764832,-0.14532099664211273,0.3484354019165039,0.7651132941246033,-0.15671589970588684,0.22854135930538177,0.7464559674263,-0.057578131556510925,0.24939346313476562,0.8339764475822449,-0.11102764308452606,0.30633148550987244,0.8436147570610046,-0.12320471554994583,0.3231898546218872,0.8243212699890137,-0.12187342345714569,0.219400092959404,0.8175191283226013,-0.055564556270837784,0.2777552306652069,0.9167698621749878,-0.10517506301403046,0.34302109479904175,0.9078982472419739,-0.09861166775226593,0.35924461483955383,0.873662531375885,-0.08468541502952576,0.22837921977043152,0.8837735652923584,-0.058985620737075806,0.28574010729789734,0.954456627368927,-0.09562037885189056,0.3375866413116455,0.9432178735733032,-0.09367255121469498,0.3483908474445343,0.910338819026947,-0.08363916724920273,0
0.37191638350486755,0.8513158559799194,-1.492174988015904e-07,0.398211807012558,0.7789674997329712,-0.06783927232027054,0.3723933696746826,0.7396276593208313,-0.10038163512945175,0.32511889934539795,0.8123101592063904,-0.12077414244413376,0.2833499610424042,0.8731623888015747,-0.1338457614183426,0.26621368527412415,0.6794236898422241,-0.08019544929265976,0.26982536911964417,0.7279943227767944,-0.13594307005405426,0.31252771615982056,0.7607402205467224,-0.15938308835029602,0.3403865396976471,0.7695077657699585,-0.16990327835083008,0.2203483283519745,0.7421350479125977,-0.06644733250141144,0.24479107558727264,0.8400627374649048,-0.12483256310224533,0.30162349343299866,0.8510457277297974,-0.1372319459915161,0.3184499442577362,0.8296069502830505,-0.1348690241575241,0.2093067169189453,0.8141483664512634,-0.06030150502920151,0.2738035023212433,0.9232615232467651,-0.11423953622579575,0.3426186442375183,0.9162290096282959,-0.10567700862884521,0.3611413240432739,0.8814259767532349,-0.08916474878787994,0.21672771871089935,0.8820305466651917,-0.060186006128787994,0.2796206772327423,0.9600344896316528,-0.10154487192630768,0.3343411684036255,0.9496217966079712,-0.09968457370996475,0.3463067412376404,0.9164751172065735,-0.0883558839559555,0
0.36317965388298035,0.8598767518997192,4.138568598932579e-09,0.39121687412261963,0.7885733842849731,-0.06919947266578674,0.3709336221218109,0.7455449104309082,-0.10444454103708267,0.3234911262989044,0.8021793365478516,-0.1270153969526291,0.27914026379585266,0.855420708656311,-0.1422119289636612,0.2604338824748993,0.6863490343093872,-0.08366257697343826,0.2664768099784851,0.7350918650627136,-0.13929498195648193,0.30662351846694946,0.7656937837600708,-0.16672049462795258,0.33415210247039795,0.7724548578262329,-0.18189603090286255,0.21743778884410858,0.7454878091812134,-0.0703248605132103,0.24216903746128082,0.829224705696106,-0.1257794350385666,0.29375308752059937,0.8245679140090942,-0.14040979743003845,0.31251558661460876,0.7919532060623169,-0.14298804104328156,0.20876765251159668,0.8181458711624146,-0.06438594311475754,0.2690766751766205,0.918033242225647,-0.11212429404258728,0.32722246646881104,0.9045706987380981,-0.101168692111969,0.34170472621917725,0.8674978017807007,-0.0867704451084137,0.2187647521495819,0.887371838092804,-0.06540314108133316,0.27671900391578674,0.9588381052017212,-0.10420820862054825,0.3198271095752716,0.9414998292922974,-0.10277453064918518,0.323040634393692,0.9042834043502808,-0.09397532790899277,0
