label,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20
0,0.7812626361846924,0.7219302654266357,0.6867923736572266,0.6887624859809875,0.7160639762878418,0.6974402070045471,0.6826329231262207,0.6896564364433289,0.7001892924308777,0.735881507396698,0.7289149165153503,0.7290502786636353,0.7333077192306519,0.7748058438301086,0.7698541879653931,0.7623868584632874,0.7642439007759094,0.816356360912323,0.8055150508880615,0.7937891483306885,0.7925729155540466,0.6463034152984619,0.6053698062896729,0.5348190069198608,0.4567393362522125,0.4056592881679535,0.46267080307006836,0.3947703540325165,0.4530158042907715,0.48431915044784546,0.4590870141983032,0.39733967185020447,0.4734542965888977,0.496578574180603,0.46557408571243286,0.41348323225975037,0.4907209575176239,0.5166053175926208,0.48016899824142456,0.43866482377052307,0.4902012050151825,0.5155608057975769
1,0.8508561849594116,0.8072257041931152,0.7957285642623901,0.835796058177948,0.8699463605880737,0.7798883318901062,0.7532488107681274,0.7370047569274902,0.7258940935134888,0.8276990056037903,0.846251368522644,0.8643736839294434,0.8806423544883728,0.8676835894584656,0.8933366537094116,0.875085711479187,0.8606105446815491,0.8972479701042175,0.9045534133911133,0.8858979344367981,0.8700940012931824,0.7940294146537781,0.7639845013618469,0.6990687847137451,0.638455867767334,0.5928585529327393,0.5753301382064819,0.4834890365600586,0.42058229446411133,0.36766111850738525,0.5664435029029846,0.4557782709598541,0.3860877454280853,0.32768821716308594,0.5924434065818787,0.5573878884315491,0.6220805644989014,0.6638755202293396,0.6365401148796082,0.6260731220245361,0.6731470227241516,0.7037160992622375
2,0.7748938202857971,0.7164281606674194,0.6824051737785339,0.672359049320221,0.6446799039840698,0.7099314332008362,0.6841706037521362,0.6710245013237,0.6625425815582275,0.7578323483467102,0.7554859519004822,0.755949079990387,0.7572592496871948,0.8010649085044861,0.8160410523414612,0.826707661151886,0.8355908989906311,0.8400028944015503,0.8848491907119751,0.9171351194381714,0.943688154220581,0.7877020239830017,0.7587290406227112,0.692681074142456,0.6253244280815125,0.5771133899688721,0.5553710460662842,0.46465787291526794,0.40358588099479675,0.35189613699913025,0.5380538702011108,0.4300723671913147,0.3617708384990692,0.30769750475883484,0.5528834462165833,0.4598946273326874,0.39871928095817566,0.34689176082611084,0.5920280814170837,0.5462521314620972,0.5169902443885803,0.4913783669471741
0,0.6340105533599854,0.5721844434738159,0.5219606757164001,0.5157984495162964,0.544224202632904,0.5391014218330383,0.5080686211585999,0.5148108005523682,0.5341532230377197,0.5747599601745605,0.5498408079147339,0.5543335676193237,0.5737924575805664,0.6148640513420105,0.5913263559341431,0.5910959839820862,0.6087266802787781,0.6603298187255859,0.6307728290557861,0.6225704550743103,0.6342065930366516,0.6886308193206787,0.656513512134552,0.576421320438385,0.4925464987754822,0.43241751194000244,0.4899965524673462,0.43208959698677063,0.5036399960517883,0.5286793112754822,0.47923457622528076,0.41846635937690735,0.5100197792053223,0.527392566204071,0.4812382161617279,0.43357500433921814,0.5257816910743713,0.5463891625404358,0.49116358160972595,0.4557092785835266,0.5174598097801208,0.540206789970398
1,0.6840797662734985,0.614574670791626,0.5793083906173706,0.5974098443984985,0.6270875930786133,0.5756184458732605,0.5331459641456604,0.5073190331459045,0.4873836636543274,0.6173957586288452,0.6145091652870178,0.612421452999115,0.6164268255233765,0.6585181951522827,0.6430973410606384,0.632803201675415,0.6351744532585144,0.6966500282287598,0.6727122664451599,0.6607945561408997,0.6616395115852356,0.7269290089607239,0.6920220255851746,0.6070432066917419,0.5257835984230042,0.47761785984039307,0.5291447043418884,0.4419865906238556,0.38980573415756226,0.343487024307251,0.5131515264511108,0.3942296802997589,0.31442832946777344,0.24943462014198303,0.5260047912597656,0.4752081036567688,0.5426400899887085,0.5911238193511963,0.5521227121353149,0.5025590062141418,0.5537988543510437,0.5998334884643555
2,0.7170217037200928,0.647413432598114,0.5898427367210388,0.5469127893447876,0.5010356307029724,0.6372431516647339,0.6066443920135498,0.5899028778076172,0.5781726241111755,0.6930915713310242,0.6964707970619202,0.7003949284553528,0.7048829793930054,0.7444255352020264,0.7758722901344299,0.7972966432571411,0.8152152299880981,0.7878139615058899,0.8447378873825073,0.8829754590988159,0.9150480031967163,0.7897589206695557,0.753981351852417,0.6707799434661865,0.6040835976600647,0.5808723568916321,0.5245645046234131,0.4205876588821411,0.35409387946128845,0.30119797587394714,0.5058612823486328,0.3855821490287781,0.313046932220459,0.25938576459884644,0.5213742852210999,0.4215027987957001,0.36065730452537537,0.3104499876499176,0.5648135542869568,0.5155051350593567,0.48345598578453064,0.45493245124816895
0,0.7219953536987305,0.6821030378341675,0.6235458850860596,0.5671252012252808,0.5292242765426636,0.5697857737541199,0.5205258131027222,0.5679252743721008,0.5852238535881042,0.5705491900444031,0.5259556770324707,0.5846396684646606,0.5906213521957397,0.5800358057022095,0.5442323684692383,0.6000962853431702,0.6081008911132812,0.5945649147033691,0.5648429989814758,0.5993648171424866,0.6104764342308044,0.5078831911087036,0.5598104000091553,0.5928428769111633,0.583636999130249,0.5465014576911926,0.5791800022125244,0.5900793671607971,0.5867519378662109,0.5742979645729065,0.5314118266105652,0.5351059436798096,0.5427239537239075,0.5337986946105957,0.4826916754245758,0.4863038957118988,0.5020559430122375,0.4945022165775299,0.434318482875824,0.4441385567188263,0.46368876099586487,0.46197599172592163
1,0.7434289455413818,0.6958504915237427,0.636642336845398,0.5871438980102539,0.5542421340942383,0.5785148739814758,0.5150240063667297,0.47728562355041504,0.4448115825653076,0.5764564871788025,0.4993000328540802,0.45237958431243896,0.41361916065216064,0.5942527651786804,0.5616228580474854,0.6050177216529846,0.6341407299041748,0.621860146522522,0.5845749378204346,0.615155041217804,0.6409658789634705,0.50889652967453,0.5607372522354126,0.5705681443214417,0.5253134965896606,0.48537367582321167,0.5780205130577087,0.6073599457740784,0.6286206245422363,0.6461077928543091,0.5264679193496704,0.507313072681427,0.4996553659439087,0.4889959990978241,0.4812484085559845,0.4747888147830963,0.49687710404396057,0.5040180087089539,0.44203871488571167,0.4383784532546997,0.4609472155570984,0.4707757830619812
2,0.7687704563140869,0.726248025894165,0.6669079661369324,0.6204641461372375,0.5893759727478027,0.5815513730049133,0.5191236138343811,0.4808025658130646,0.4502999782562256,0.5754608511924744,0.4983662962913513,0.4524502754211426,0.415136456489563,0.5898839831352234,0.5224765539169312,0.47849804162979126,0.439880907535553,0.6200167536735535,0.5832986831665039,0.560708224773407,0.5399178862571716,0.5351358652114868,0.6028290390968323,0.659505307674408,0.704429566860199,0.7486394643783569,0.5833133459091187,0.6135241985321045,0.6352216005325317,0.6548870801925659,0.5237075090408325,0.523736834526062,0.5240221619606018,0.5266101360321045,0.46886882185935974,0.4431309103965759,0.4254980981349945,0.4131942391395569,0.42227548360824585,0.3676794171333313,0.32781440019607544,0.29433560371398926
0,0.7861802577972412,0.7590594291687012,0.6998409628868103,0.6408133506774902,0.6055663824081421,0.6957244873046875,0.6186428070068359,0.6297465562820435,0.6511142253875732,0.6866486668586731,0.6118490099906921,0.6277395486831665,0.6496671438217163,0.6784909963607788,0.6196923851966858,0.6387956738471985,0.6584484577178955,0.6719805002212524,0.6285568475723267,0.646966814994812,0.6636548638343811,0.6000537872314453,0.5223807096481323,0.48490244150161743,0.487623929977417,0.4932396709918976,0.4506368637084961,0.4522969722747803,0.47516903281211853,0.4827890992164612,0.5042789578437805,0.5065968036651611,0.5224463939666748,0.5268499851226807,0.5595505237579346,0.5547243356704712,0.5633354187011719,0.5681434869766235,0.6125713586807251,0.596489429473877,0.6011151671409607,0.6069839596748352
