frame,landmark_id,x,y,z,label
0,0,0.0,0.0,0.0,チョキ
0,1,-0.043253928422927856,-0.031061887741088867,0.019433447889866784,チョキ
0,2,-0.05031710863113403,-0.06544524431228638,0.030978735335054353,チョキ
0,3,-0.05216088891029358,-0.1032755970954895,0.032556198336067155,チョキ
0,4,-0.04493588209152222,-0.1383705735206604,0.03360284844774242,チョキ
0,5,-0.005384385585784912,-0.09965920448303223,0.06456940601009364,チョキ
0,6,-0.023745715618133545,-0.130543053150177,0.06427507082361217,チョキ
0,7,-0.03503000736236572,-0.1076805591583252,0.05705037320393558,チョキ
0,8,-0.028079748153686523,-0.08229327201843262,0.05269168297189708,チョキ
0,9,0.004559755325317383,-0.1134071946144104,0.050410989470663026,チョキ
0,10,-0.025312840938568115,-0.14799630641937256,0.042101442612590745,チョキ
0,11,-0.03505644202232361,-0.11082059144973755,0.02795268016296859,チョキ
0,12,-0.022483646869659424,-0.0842713713645935,0.023638544402899697,チョキ
0,13,0.017967045307159424,-0.1280936598777771,0.0336968635990047,チョキ
0,14,-0.02077507972717285,-0.1570582389831543,0.02170427868503566,チョキ
0,15,-0.02894008159637451,-0.11483031511306763,0.013412455826880887,チョキ
0,16,-0.011667847633361816,-0.0905381441116333,0.013996986470999673,チョキ
0,17,0.033588290214538574,-0.141573965549469,0.01827078851300712,チョキ
0,18,-0.006251811981201172,-0.16381072998046875,0.011046518370392278,チョキ
0,19,-0.015552163124084473,-0.13018637895584106,0.011368552952887967,チョキ
0,20,-0.0010823607444763184,-0.10392290353775024,0.015477095529320195,チョキ
1,0,0.0,0.0,0.0,チョキ
1,1,-0.04050886631011963,-0.02536940574645996,0.018703492478408634,チョキ
1,2,-0.047383666038513184,-0.05274081230163574,0.028931068376579105,チョキ
1,3,-0.04839140176773071,-0.08902132511138916,0.029785290480532467,チョキ
1,4,-0.039397090673446655,-0.12002021074295044,0.02981785883096677,チョキ
1,5,0.006203055381774902,-0.08241003751754761,0.06067846354929429,チョキ
1,6,-0.008299410343170166,-0.11187618970870972,0.06352781143871766,チョキ
1,7,-0.02085411548614502,-0.0989004373550415,0.058571148783840954,チョキ
1,8,-0.02109980583190918,-0.07307189702987671,0.05542954814521295,チョキ
1,9,0.01644289493560791,-0.10240381956100464,0.04758941394177896,チョキ
1,10,-0.01548832654953003,-0.13397365808486938,0.04330381390539628,チョキ
1,11,-0.025691866874694824,-0.10580259561538696,0.030668797091522038,チョキ
1,12,-0.018785536289215088,-0.07752043008804321,0.026196839407958805,チョキ
1,13,0.02656245231628418,-0.11993306875228882,0.03239073243824464,チョキ
1,14,-0.015806972980499268,-0.14557486772537231,0.024684421838202297,チョキ
1,15,-0.025005042552947998,-0.11024028062820435,0.015171678856887638,チョキ
1,16,-0.013812243938446045,-0.08330613374710083,0.013146849469222843,チョキ
1,17,0.03458523750305176,-0.1356486678123474,0.018460385621466457,チョキ
1,18,-0.005352437496185303,-0.15692514181137085,0.014929464206971943,チョキ
1,19,-0.014503121376037598,-0.12939244508743286,0.01435673248855096,チョキ
1,20,-0.005807936191558838,-0.10291510820388794,0.01650781382707578,チョキ
2,0,0.0,0.0,0.0,チョキ
2,1,-0.040596961975097656,-0.023837149143218994,0.015174928293845369,チョキ
2,2,-0.04599201679229736,-0.055025696754455566,0.022545432844481184,チョキ
2,3,-0.04552820324897766,-0.08841150999069214,0.02177516015740366,チョキ
2,4,-0.03621155023574829,-0.11650604009628296,0.021054448732456876,チョキ
2,5,0.01040416955947876,-0.08710205554962158,0.04997042583795519,チョキ
2,6,-0.011395454406738281,-0.114662766456604,0.04708378406735392,チョキ
2,7,-0.023085951805114746,-0.09965944290161133,0.0392449276384923,チョキ
2,8,-0.022636383771896362,-0.07658714056015015,0.034037452363691045,チョキ
2,9,0.022620320320129395,-0.10496503114700317,0.03670666384073229,チョキ
2,10,-0.014703452587127686,-0.13490629196166992,0.027210042053184225,チョキ
2,11,-0.025654077529907227,-0.10331517457962036,0.015309327454588129,チョキ
2,12,-0.01698291301727295,-0.07695287466049194,0.01147823984297247,チョキ
2,13,0.03196310997009277,-0.12145000696182251,0.02107487822445364,チョキ
2,14,-0.01445913314819336,-0.14795446395874023,0.010641679340324117,チョキ
2,15,-0.021801888942718506,-0.11117279529571533,0.004424096257707788,チョキ
2,16,-0.0071176886558532715,-0.0889272689819336,0.003947663293502046,チョキ
2,17,0.03690725564956665,-0.1361890435218811,0.006012560972294523,チョキ
2,18,-0.007005512714385986,-0.15275409817695618,-2.59377177371789e-05,チョキ
2,19,-0.013159096240997314,-0.12218499183654785,-0.0004911057205845282,チョキ
