frame,landmark_id,x,y,z,label
0,0,0.0,0.0,0.0,チョキ
0,1,-0.05772131681442261,-0.06404739618301392,0.03135185757611225,チョキ
0,2,-0.07628151774406433,-0.1329026222229004,0.03949661249254177,チョキ
0,3,-0.08909663558006287,-0.18870866298675537,0.03264354983303974,チョキ
0,4,-0.08736610412597656,-0.2426471710205078,0.02750255422625969,チョキ
0,5,0.016819089651107788,-0.2166115641593933,0.07092561269138287,チョキ
0,6,0.0004468262195587158,-0.2924310564994812,0.06146489152644108,チョキ
0,7,-0.03652837872505188,-0.2767654061317444,0.05307131702039669,チョキ
0,8,-0.053215622901916504,-0.2404698133468628,0.04998311469290684,チョキ
0,9,0.03325113654136658,-0.21789485216140747,0.04197970101569126,チョキ
0,10,-0.012188762426376343,-0.2966057062149048,0.02931711146567295,チョキ
0,11,-0.05739015340805054,-0.25282496213912964,0.025014706644753915,チョキ
0,12,-0.06193995475769043,-0.20678234100341797,0.02847722986672352,チョキ
0,13,0.04113432765007019,-0.2107548713684082,0.008851516749302846,チョキ
0,14,-0.02119910717010498,-0.2648526430130005,-0.00703580655198266,チョキ
0,15,-0.05599561333656311,-0.2099418044090271,-0.0022961809397088473,チョキ
0,16,-0.05034583806991577,-0.16074901819229126,0.007068969998101693,チョキ
0,17,0.03902658820152283,-0.19726914167404175,-0.023486861270328063,チョキ
0,18,-0.0163610577583313,-0.23614877462387085,-0.03192182561423351,チョキ
0,19,-0.04974791407585144,-0.19754552841186523,-0.02517792699899246,チョキ
0,20,-0.05176374316215515,-0.15434402227401733,-0.016476662140746612,チョキ
1,0,0.0,0.0,0.0,チョキ
1,1,-0.0697801411151886,-0.042780280113220215,-0.009190377250689608,チョキ
1,2,-0.10321852564811707,-0.11283731460571289,-0.024790552847463232,チョキ
1,3,-0.13109397888183594,-0.1587037444114685,-0.04625560290403996,チョキ
1,4,-0.14904284477233887,-0.21195369958877563,-0.06530871934481297,チョキ
1,5,-0.017972052097320557,-0.24673670530319214,-0.007762102812904459,チョキ
1,6,-0.03176724910736084,-0.3430851101875305,-0.03969464770742093,チョキ
1,7,-0.05564987659454346,-0.4062488079071045,-0.06118236056752835,チョキ
1,8,-0.07824331521987915,-0.44854748249053955,-0.07322817242928181,チョキ
1,9,0.01206156611442566,-0.23333418369293213,-0.02780058182068501,チョキ
1,10,2.3990869522094727e-05,-0.3486543893814087,-0.07033345795460377,チョキ
1,11,-0.03874590992927551,-0.4114500880241394,-0.09516052848883305,チョキ
1,12,-0.07199516892433167,-0.4487796127796173,-0.10207647777386342,チョキ
1,13,0.026967793703079224,-0.2001887559890747,-0.04998191765733395,チョキ
1,14,-0.07330629229545593,-0.24265289306640625,-0.09044572658129368,チョキ
1,15,-0.11700093746185303,-0.1792547106742859,-0.08778312749453221,チョキ
1,16,-0.12453964352607727,-0.13312077522277832,-0.07159322447367344,チョキ
1,17,0.022410601377487183,-0.15029233694076538,-0.07428769714422856,チョキ
1,18,-0.06983843445777893,-0.1754913330078125,-0.09855520672388707,チョキ
1,19,-0.1014520525932312,-0.13034820556640625,-0.08942095882483159,チョキ
1,20,-0.10195314884185791,-0.09075498580932617,-0.0734575534541193,チョキ
2,0,0.0,0.0,0.0,チョキ
2,1,-0.08075341582298279,-0.05628776550292969,-0.010346117505946495,チョキ
2,2,-0.12013223767280579,-0.13688218593597412,-0.028352389188626148,チョキ
2,3,-0.14916378259658813,-0.18740355968475342,-0.05256849907539163,チョキ
2,4,-0.1695449948310852,-0.24021410942077637,-0.07456991456649575,チョキ
2,5,-0.03508844971656799,-0.27562540769577026,-0.016403647216179706,チョキ
2,6,-0.04814454913139343,-0.37831777334213257,-0.04957462482354913,チョキ
2,7,-0.06738066673278809,-0.45109909772872925,-0.07142719261548791,チョキ
2,8,-0.0857984721660614,-0.5054603517055511,-0.08491231881282602,チョキ
2,9,-2.1576881408691406e-05,-0.2603015899658203,-0.0393893272449759,チョキ
2,10,-0.012687206268310547,-0.388064444065094,-0.08816788725755487,チョキ
2,11,-0.050393134355545044,-0.4617759883403778,-0.11564941339395318,チョキ
2,12,-0.08380040526390076,-0.5080118775367737,-0.12426861010692392,チョキ
2,13,0.016433000564575195,-0.22231245040893555,-0.06369480870864663,チョキ
2,14,-0.09405592083930969,-0.2712444067001343,-0.11198857061765466,チョキ
2,15,-0.13542479276657104,-0.20795869827270508,-0.10778312765262399,チョキ
2,16,-0.14023512601852417,-0.1619148850440979,-0.08890940629146371,チョキ
2,17,0.010835886001586914,-0.16446757316589355,-0.08992604546449456,チョキ
2,18,-0.08839306235313416,-0.1900930404663086,-0.11791506789825235,チョキ
2,19,-0.11505091190338135,-0.14332515001296997,-0.10633736483953271,チョキ
2,20,-0.10868686437606812,-0.10429155826568604,-0.08824397258661065,チョキ
3,0,0.0,0.0,0.0,チョキ
3,1,-0.09146645665168762,-0.06816065311431885,-0.009785511108930223,チョキ
3,2,-0.14014610648155212,-0.14759093523025513,-0.03001157245307695,チョキ
3,3,-0.1768406629562378,-0.1954612135887146,-0.056030704217846505,チョキ
3,4,-0.20098942518234253,-0.2337741255760193,-0.08062693713873159,チョキ
3,5,-0.052625447511672974,-0.29327285289764404,-0.028375268491799943,チョキ
3,6,-0.06258726119995117,-0.4029993414878845,-0.061341656881268136,チョキ
3,7,-0.08045291900634766,-0.4792235493659973,-0.08125949888199102,チョキ
3,8,-0.09727144241333008,-0.5404482483863831,-0.09377845613926183,チョキ
3,9,-0.018220514059066772,-0.2753755450248718,-0.051188609140808694,チョキ
3,10,-0.03967216610908508,-0.4047977328300476,-0.09480002014606725,チョキ
3,11,-0.07385456562042236,-0.48570507764816284,-0.1170193651196314,チョキ
3,12,-0.1041378378868103,-0.5457619428634644,-0.12536080418794882,チョキ
3,13,-0.0013849139213562012,-0.23196542263031006,-0.07434697686403524,チョキ
3,14,-0.1217319667339325,-0.2745800018310547,-0.12064837901561987,チョキ
3,15,-0.16023299098014832,-0.20962685346603394,-0.11509847878187429,チョキ
3,16,-0.16249880194664001,-0.16326558589935303,-0.09732888131111395,チョキ
3,17,-0.007437765598297119,-0.16857028007507324,-0.09906371175020467,チョキ
3,18,-0.11301639676094055,-0.18687576055526733,-0.1265951120731188,チョキ
3,19,-0.13595730066299438,-0.13952761888504028,-0.11449896036356222,チョキ
3,20,-0.12481340765953064,-0.10280817747116089,-0.09716736017435323,チョキ
4,0,0.0,0.0,0.0,チョキ
4,1,-0.08391344547271729,-0.06656503677368164,-0.015298220903048332,チョキ
4,2,-0.1327383816242218,-0.14550387859344482,-0.03714559750295621,チョキ
4,3,-0.17245477437973022,-0.19539117813110352,-0.06309994833208066,チョキ
4,4,-0.20250988006591797,-0.22378593683242798,-0.08793935702777844,チョキ
4,5,-0.05406546592712402,-0.29275834560394287,-0.03707862050868016,チョキ
4,6,-0.060060083866119385,-0.413912296295166,-0.0686230562779997,チョキ
4,7,-0.07715746760368347,-0.49312901496887207,-0.08571500109172803,チョキ
4,8,-0.09239166975021362,-0.5573759973049164,-0.09602591173387509,チョキ
4,9,-0.01536792516708374,-0.274715781211853,-0.055630387381086166,チョキ
4,10,-0.0406414270401001,-0.4090119004249573,-0.09667648898101788,チョキ
4,11,-0.07225686311721802,-0.4905375838279724,-0.11711966769433957,チョキ
4,12,-0.09957268834114075,-0.5521588325500488,-0.12473054753280621,チョキ
4,13,0.005040943622589111,-0.23026573657989502,-0.07448623852468472,チョキ
4,14,-0.1177375316619873,-0.2609943151473999,-0.12047683225608807,チョキ
4,15,-0.16182836890220642,-0.20369786024093628,-0.11932249145246487,チョキ
4,16,-0.17076152563095093,-0.1618715524673462,-0.10489451663232785,チョキ
4,17,0.0022240281105041504,-0.1653839349746704,-0.09482534752822858,チョキ
4,18,-0.10616546869277954,-0.16874992847442627,-0.12195230798459988,チョキ
